Cod Oficina ;N° Clientes ofc;Fecha;Tiempo espera promedio del cliente
923;225;martes, 4 de junio de 2019;0:40
923;225;miércoles, 5 de junio de 2019;1:12
923;213;jueves, 6 de junio de 2019;0:40
923;200;viernes, 7 de junio de 2019;0:17
923;200;lunes, 10 de junio de 2019;0:17
923;238;martes, 11 de junio de 2019;1:02
923;238;miércoles, 12 de junio de 2019;0:40
923;238;jueves, 13 de junio de 2019;1:05
923;238;viernes, 14 de junio de 2019;1:45
923;238;lunes, 17 de junio de 2019;1:40
923;238;martes, 18 de junio de 2019;1:35
923;238;miércoles, 19 de junio de 2019;1:30
923;238;jueves, 20 de junio de 2019;1:02
923;238;viernes, 21 de junio de 2019;0:40
923;238;martes, 25 de junio de 2019;0:45
923;225;miércoles, 26 de junio de 2019;0:35
923;213;jueves, 27 de junio de 2019;0:37
923;238;viernes, 28 de junio de 2019;1:40
923;225;martes, 2 de julio de 2019;0:40
923;225;miércoles, 3 de julio de 2019;1:12
923;213;jueves, 4 de julio de 2019;0:40
923;213;viernes, 5 de julio de 2019;0:17
923;200;lunes, 8 de julio de 2019;0:47
923;238;martes, 9 de julio de 2019;1:02
923;238;miércoles, 10 de julio de 2019;0:40
923;238;jueves, 11 de julio de 2019;1:05
923;238;viernes, 12 de julio de 2019;1:45
923;238;lunes, 15 de julio de 2019;1:40
923;238;martes, 16 de julio de 2019;1:40
923;238;miércoles, 17 de julio de 2019;1:35
923;238;jueves, 18 de julio de 2019;1:30
923;238;viernes, 19 de julio de 2019;1:02
923;238;lunes, 22 de julio de 2019;0:55
923;225;martes, 23 de julio de 2019;0:35
923;213;miércoles, 24 de julio de 2019;0:37
923;238;jueves, 25 de julio de 2019;0:47
923;225;viernes, 26 de julio de 2019;0:35
923;213;lunes, 29 de julio de 2019;0:37
923;200;martes, 30 de julio de 2019;1:35
923;238;miércoles, 31 de julio de 2019;1:37
923;225;jueves, 1 de agosto de 2019;1:05
923;200;viernes, 2 de agosto de 2019;1:12
923;213;lunes, 5 de agosto de 2019;0:40
923;238;martes, 6 de agosto de 2019;1:12
923;238;jueves, 8 de agosto de 2019;1:02
923;238;viernes, 9 de agosto de 2019;1:15
923;238;lunes, 12 de agosto de 2019;1:02
923;238;martes, 13 de agosto de 2019;1:02
923;238;miércoles, 14 de agosto de 2019;1:05
923;238;jueves, 15 de agosto de 2019;1:37
923;238;viernes, 16 de agosto de 2019;1:32
923;238;martes, 20 de agosto de 2019;1:15
923;238;miércoles, 21 de agosto de 2019;0:50
923;238;jueves, 22 de agosto de 2019;1:10
923;238;viernes, 23 de agosto de 2019;1:05
923;238;lunes, 26 de agosto de 2019;1:02
923;238;martes, 27 de agosto de 2019;0:40
923;238;miércoles, 28 de agosto de 2019;0:45
923;238;jueves, 29 de agosto de 2019;1:02
923;238;viernes, 30 de agosto de 2019;1:52
923;238;lunes, 2 de septiembre de 2019;1:37
923;238;martes, 3 de septiembre de 2019;1:32
923;238;miércoles, 4 de septiembre de 2019;1:05
923;238;jueves, 5 de septiembre de 2019;0:57
923;238;viernes, 6 de septiembre de 2019;0:55
923;238;lunes, 9 de septiembre de 2019;1:15
923;238;martes, 10 de septiembre de 2019;1:02
923;238;miércoles, 11 de septiembre de 2019;1:02
923;238;jueves, 12 de septiembre de 2019;1:05
923;238;viernes, 13 de septiembre de 2019;1:52
923;238;lunes, 16 de septiembre de 2019;1:30
923;238;martes, 17 de septiembre de 2019;1:32
923;238;miércoles, 18 de septiembre de 2019;1:15
923;238;jueves, 19 de septiembre de 2019;1:07
923;238;viernes, 20 de septiembre de 2019;0:55
923;238;lunes, 23 de septiembre de 2019;0:42
923;238;martes, 24 de septiembre de 2019;0:50
923;238;miércoles, 25 de septiembre de 2019;0:57
923;238;jueves, 26 de septiembre de 2019;0:27
923;238;viernes, 27 de septiembre de 2019;0:52
923;238;lunes, 30 de septiembre de 2019;1:37
923;238;martes, 1 de octubre de 2019;1:37
923;238;miércoles, 2 de octubre de 2019;1:32
923;238;jueves, 3 de octubre de 2019;1:05
923;238;viernes, 4 de octubre de 2019;0:57
923;238;lunes, 7 de octubre de 2019;0:55
923;238;martes, 8 de octubre de 2019;1:15
923;238;miércoles, 9 de octubre de 2019;1:02
923;238;jueves, 10 de octubre de 2019;1:02
923;238;viernes, 11 de octubre de 2019;1:05
923;238;martes, 15 de octubre de 2019;1:40
923;238;miércoles, 16 de octubre de 2019;0:47
923;238;jueves, 17 de octubre de 2019;0:55
923;238;viernes, 18 de octubre de 2019;1:12
923;238;lunes, 21 de octubre de 2019;0:55
923;238;martes, 22 de octubre de 2019;0:42
923;225;miércoles, 23 de octubre de 2019;0:35
923;213;jueves, 24 de octubre de 2019;0:37
923;238;viernes, 25 de octubre de 2019;0:57
923;225;lunes, 28 de octubre de 2019;0:22
923;213;martes, 29 de octubre de 2019;0:37
923;200;miércoles, 30 de octubre de 2019;1:37
923;238;jueves, 31 de octubre de 2019;1:42
923;225;viernes, 1 de noviembre de 2019;1:42
923;225;martes, 5 de noviembre de 2019;0:42
923;213;miércoles, 6 de noviembre de 2019;0:47
923;200;jueves, 7 de noviembre de 2019;0:47
923;238;viernes, 8 de noviembre de 2019;1:15
923;238;martes, 12 de noviembre de 2019;1:02
923;238;miércoles, 13 de noviembre de 2019;1:02
923;238;jueves, 14 de noviembre de 2019;1:05
923;238;viernes, 15 de noviembre de 2019;1:40
63;195;jueves, 1 de noviembre de 2018;1:30
63;195;viernes, 2 de noviembre de 2018;0:45
63;180;martes, 6 de noviembre de 2018;0:21
63;165;miércoles, 7 de noviembre de 2018;0:09
63;165;jueves, 8 de noviembre de 2018;0:12
63;180;viernes, 9 de noviembre de 2018;0:30
63;183;martes, 13 de noviembre de 2018;0:36
63;189;miércoles, 14 de noviembre de 2018;1:21
63;189;jueves, 15 de noviembre de 2018;1:15
63;189;viernes, 16 de noviembre de 2018;2:18
63;192;lunes, 19 de noviembre de 2018;2:09
63;192;martes, 20 de noviembre de 2018;2:09
63;180;miércoles, 21 de noviembre de 2018;1:30
63;180;jueves, 22 de noviembre de 2018;1:15
63;180;viernes, 23 de noviembre de 2018;0:48
63;165;lunes, 26 de noviembre de 2018;0:30
63;162;martes, 27 de noviembre de 2018;0:24
63;159;miércoles, 28 de noviembre de 2018;0:42
63;159;jueves, 29 de noviembre de 2018;0:45
63;285;viernes, 30 de noviembre de 2018;2:15
63;270;lunes, 3 de diciembre de 2018;1:27
63;255;martes, 4 de diciembre de 2018;0:42
63;240;miércoles, 5 de diciembre de 2018;0:18
63;255;jueves, 6 de diciembre de 2018;0:06
63;240;viernes, 7 de diciembre de 2018;0:09
63;285;lunes, 10 de diciembre de 2018;2:09
63;285;martes, 11 de diciembre de 2018;2:09
63;285;miércoles, 12 de diciembre de 2018;1:30
63;285;jueves, 13 de diciembre de 2018;1:15
63;285;viernes, 14 de diciembre de 2018;0:48
63;285;lunes, 17 de diciembre de 2018;2:00
63;285;martes, 18 de diciembre de 2018;1:57
63;285;miércoles, 19 de diciembre de 2018;1:36
63;285;jueves, 20 de diciembre de 2018;1:18
63;285;viernes, 21 de diciembre de 2018;0:54
63;270;lunes, 24 de diciembre de 2018;0:30
63;255;miércoles, 26 de diciembre de 2018;0:24
63;240;jueves, 27 de diciembre de 2018;0:42
63;285;viernes, 28 de diciembre de 2018;0:57
63;180;lunes, 31 de diciembre de 2018;2:09
63;120;miércoles, 2 de enero de 2019;1:30
63;135;jueves, 3 de enero de 2019;0:45
63;141;viernes, 4 de enero de 2019;0:21
63;165;martes, 8 de enero de 2019;0:21
63;165;miércoles, 9 de enero de 2019;0:09
63;165;jueves, 10 de enero de 2019;0:12
63;165;viernes, 11 de enero de 2019;0:18
63;150;lunes, 14 de enero de 2019;0:30
63;240;martes, 15 de enero de 2019;1:00
63;240;miércoles, 16 de enero de 2019;0:36
63;225;jueves, 17 de enero de 2019;0:24
63;240;viernes, 18 de enero de 2019;1:57
63;204;lunes, 21 de enero de 2019;0:30
63;165;martes, 22 de enero de 2019;0:27
63;165;miércoles, 23 de enero de 2019;0:42
63;165;jueves, 24 de enero de 2019;0:30
63;240;viernes, 25 de enero de 2019;1:03
63;225;lunes, 28 de enero de 2019;0:30
63;225;martes, 29 de enero de 2019;0:24
63;240;miércoles, 30 de enero de 2019;0:42
63;240;jueves, 31 de enero de 2019;2:15
63;225;viernes, 1 de febrero de 2019;1:30
63;240;lunes, 4 de febrero de 2019;0:45
63;240;martes, 5 de febrero de 2019;0:21
63;240;miércoles, 6 de febrero de 2019;0:21
63;240;jueves, 7 de febrero de 2019;0:09
63;255;viernes, 8 de febrero de 2019;1:27
63;255;lunes, 11 de febrero de 2019;1:15
63;255;martes, 12 de febrero de 2019;1:30
63;255;miércoles, 13 de febrero de 2019;1:15
63;255;jueves, 14 de febrero de 2019;0:48
63;285;viernes, 15 de febrero de 2019;2:00
63;285;lunes, 18 de febrero de 2019;1:57
63;285;martes, 19 de febrero de 2019;1:36
63;270;miércoles, 20 de febrero de 2019;1:18
63;270;jueves, 21 de febrero de 2019;0:54
63;210;viernes, 22 de febrero de 2019;0:39
63;285;lunes, 25 de febrero de 2019;1:18
63;270;martes, 26 de febrero de 2019;0:21
63;270;miércoles, 27 de febrero de 2019;0:09
63;285;jueves, 28 de febrero de 2019;2:12
63;270;viernes, 1 de marzo de 2019;1:33
63;240;lunes, 4 de marzo de 2019;0:42
63;240;martes, 5 de marzo de 2019;0:45
63;240;miércoles, 6 de marzo de 2019;0:21
63;255;jueves, 7 de marzo de 2019;0:21
63;285;viernes, 8 de marzo de 2019;1:27
63;285;lunes, 11 de marzo de 2019;1:15
63;285;martes, 12 de marzo de 2019;1:30
63;285;miércoles, 13 de marzo de 2019;1:15
63;285;jueves, 14 de marzo de 2019;0:48
63;285;viernes, 15 de marzo de 2019;2:00
63;285;lunes, 18 de marzo de 2019;1:57
63;285;martes, 19 de marzo de 2019;1:36
63;285;miércoles, 20 de marzo de 2019;1:18
63;285;jueves, 21 de marzo de 2019;0:54
63;255;viernes, 22 de marzo de 2019;0:39
63;285;martes, 26 de marzo de 2019;0:54
63;255;miércoles, 27 de marzo de 2019;0:42
63;255;jueves, 28 de marzo de 2019;0:45
63;285;viernes, 29 de marzo de 2019;2:09
63;270;lunes, 1 de abril de 2019;1:27
63;270;martes, 2 de abril de 2019;1:24
63;255;miércoles, 3 de abril de 2019;0:54
63;255;jueves, 4 de abril de 2019;0:48
63;285;viernes, 5 de abril de 2019;1:27
63;255;lunes, 8 de abril de 2019;0:48
63;285;martes, 9 de abril de 2019;1:27
63;285;miércoles, 10 de abril de 2019;1:15
63;285;jueves, 11 de abril de 2019;1:30
63;285;viernes, 12 de abril de 2019;1:15
63;285;lunes, 15 de abril de 2019;2:00
63;285;martes, 16 de abril de 2019;1:57
63;255;miércoles, 17 de abril de 2019;0:39
63;285;lunes, 22 de abril de 2019;1:15
63;285;martes, 23 de abril de 2019;0:48
63;285;miércoles, 24 de abril de 2019;1:18
63;285;jueves, 25 de abril de 2019;0:54
63;285;viernes, 26 de abril de 2019;1:18
63;285;lunes, 29 de abril de 2019;0:54
63;285;martes, 30 de abril de 2019;2:06
63;285;jueves, 2 de mayo de 2019;2:03
63;285;viernes, 3 de mayo de 2019;2:03
63;285;lunes, 6 de mayo de 2019;1:27
63;285;martes, 7 de mayo de 2019;1:15
63;285;miércoles, 8 de mayo de 2019;1:30
63;285;jueves, 9 de mayo de 2019;1:15
63;285;viernes, 10 de mayo de 2019;1:15
63;285;lunes, 13 de mayo de 2019;0:48
63;285;martes, 14 de mayo de 2019;1:18
63;285;miércoles, 15 de mayo de 2019;2:06
63;285;jueves, 16 de mayo de 2019;2:00
63;285;viernes, 17 de mayo de 2019;1:54
63;285;lunes, 20 de mayo de 2019;1:48
63;285;martes, 21 de mayo de 2019;1:15
63;285;miércoles, 22 de mayo de 2019;0:48
63;255;jueves, 23 de mayo de 2019;0:42
63;255;viernes, 24 de mayo de 2019;0:45
63;285;lunes, 27 de mayo de 2019;0:54
63;270;martes, 28 de mayo de 2019;0:42
63;270;miércoles, 29 de mayo de 2019;0:45
63;270;jueves, 30 de mayo de 2019;1:57
63;285;viernes, 31 de mayo de 2019;2:03
63;270;martes, 4 de junio de 2019;0:48
63;270;miércoles, 5 de junio de 2019;1:27
63;255;jueves, 6 de junio de 2019;0:48
63;240;viernes, 7 de junio de 2019;0:21
63;240;lunes, 10 de junio de 2019;0:21
63;285;martes, 11 de junio de 2019;1:15
63;285;miércoles, 12 de junio de 2019;0:48
63;285;jueves, 13 de junio de 2019;1:18
63;285;viernes, 14 de junio de 2019;2:06
63;285;lunes, 17 de junio de 2019;2:00
63;285;martes, 18 de junio de 2019;1:54
63;285;miércoles, 19 de junio de 2019;1:48
63;285;jueves, 20 de junio de 2019;1:15
63;285;viernes, 21 de junio de 2019;0:48
63;285;martes, 25 de junio de 2019;0:54
63;270;miércoles, 26 de junio de 2019;0:42
63;255;jueves, 27 de junio de 2019;0:45
63;285;viernes, 28 de junio de 2019;2:00
63;270;martes, 2 de julio de 2019;0:48
63;270;miércoles, 3 de julio de 2019;1:27
63;255;jueves, 4 de julio de 2019;0:48
63;255;viernes, 5 de julio de 2019;0:21
63;240;lunes, 8 de julio de 2019;0:57
63;285;martes, 9 de julio de 2019;1:15
63;285;miércoles, 10 de julio de 2019;0:48
63;285;jueves, 11 de julio de 2019;1:18
63;285;viernes, 12 de julio de 2019;2:06
63;285;lunes, 15 de julio de 2019;2:00
63;285;martes, 16 de julio de 2019;2:00
63;285;miércoles, 17 de julio de 2019;1:54
63;285;jueves, 18 de julio de 2019;1:48
63;285;viernes, 19 de julio de 2019;1:15
63;285;lunes, 22 de julio de 2019;1:06
63;270;martes, 23 de julio de 2019;0:42
63;255;miércoles, 24 de julio de 2019;0:45
63;285;jueves, 25 de julio de 2019;0:57
63;270;viernes, 26 de julio de 2019;0:42
63;255;lunes, 29 de julio de 2019;0:45
63;240;martes, 30 de julio de 2019;1:54
63;285;miércoles, 31 de julio de 2019;1:57
63;270;jueves, 1 de agosto de 2019;1:18
63;240;viernes, 2 de agosto de 2019;1:27
63;255;lunes, 5 de agosto de 2019;0:48
63;285;martes, 6 de agosto de 2019;1:27
63;285;jueves, 8 de agosto de 2019;1:15
63;285;viernes, 9 de agosto de 2019;1:30
63;285;lunes, 12 de agosto de 2019;1:15
63;285;martes, 13 de agosto de 2019;1:15
63;285;miércoles, 14 de agosto de 2019;1:18
63;285;jueves, 15 de agosto de 2019;1:57
63;285;viernes, 16 de agosto de 2019;1:51
63;285;martes, 20 de agosto de 2019;1:30
63;285;miércoles, 21 de agosto de 2019;1:00
63;285;jueves, 22 de agosto de 2019;1:24
63;285;viernes, 23 de agosto de 2019;1:18
63;285;lunes, 26 de agosto de 2019;1:15
63;285;martes, 27 de agosto de 2019;0:48
63;285;miércoles, 28 de agosto de 2019;0:54
63;285;jueves, 29 de agosto de 2019;1:15
63;285;viernes, 30 de agosto de 2019;2:15
63;285;lunes, 2 de septiembre de 2019;1:57
63;285;martes, 3 de septiembre de 2019;1:51
63;285;miércoles, 4 de septiembre de 2019;1:18
63;285;jueves, 5 de septiembre de 2019;1:09
63;285;viernes, 6 de septiembre de 2019;1:06
63;285;lunes, 9 de septiembre de 2019;1:30
63;285;martes, 10 de septiembre de 2019;1:15
63;285;miércoles, 11 de septiembre de 2019;1:15
63;285;jueves, 12 de septiembre de 2019;1:18
63;285;viernes, 13 de septiembre de 2019;2:15
63;285;lunes, 16 de septiembre de 2019;1:48
63;285;martes, 17 de septiembre de 2019;1:51
63;285;miércoles, 18 de septiembre de 2019;1:30
63;285;jueves, 19 de septiembre de 2019;1:21
63;285;viernes, 20 de septiembre de 2019;1:06
63;285;lunes, 23 de septiembre de 2019;0:51
63;285;martes, 24 de septiembre de 2019;1:00
63;285;miércoles, 25 de septiembre de 2019;1:09
63;285;jueves, 26 de septiembre de 2019;0:33
63;285;viernes, 27 de septiembre de 2019;1:03
63;285;lunes, 30 de septiembre de 2019;1:57
63;285;martes, 1 de octubre de 2019;1:57
63;285;miércoles, 2 de octubre de 2019;1:51
63;285;jueves, 3 de octubre de 2019;1:18
63;285;viernes, 4 de octubre de 2019;1:09
63;285;lunes, 7 de octubre de 2019;1:06
63;285;martes, 8 de octubre de 2019;1:30
63;285;miércoles, 9 de octubre de 2019;1:15
63;285;jueves, 10 de octubre de 2019;1:15
63;285;viernes, 11 de octubre de 2019;1:18
63;285;martes, 15 de octubre de 2019;2:00
63;285;miércoles, 16 de octubre de 2019;0:57
63;285;jueves, 17 de octubre de 2019;1:06
63;285;viernes, 18 de octubre de 2019;1:27
63;285;lunes, 21 de octubre de 2019;1:06
63;285;martes, 22 de octubre de 2019;0:51
63;270;miércoles, 23 de octubre de 2019;0:42
63;255;jueves, 24 de octubre de 2019;0:45
63;285;viernes, 25 de octubre de 2019;1:09
63;270;lunes, 28 de octubre de 2019;0:27
63;255;martes, 29 de octubre de 2019;0:45
63;240;miércoles, 30 de octubre de 2019;1:57
63;285;jueves, 31 de octubre de 2019;2:03
63;270;viernes, 1 de noviembre de 2019;2:03
63;270;martes, 5 de noviembre de 2019;0:51
63;255;miércoles, 6 de noviembre de 2019;0:57
63;240;jueves, 7 de noviembre de 2019;0:57
63;285;viernes, 8 de noviembre de 2019;1:30
63;285;martes, 12 de noviembre de 2019;1:15
63;285;miércoles, 13 de noviembre de 2019;1:15
63;285;jueves, 14 de noviembre de 2019;1:18
63;285;viernes, 15 de noviembre de 2019;2:00
66;260;jueves, 1 de noviembre de 2018;2:00
66;260;viernes, 2 de noviembre de 2018;1:00
66;240;martes, 6 de noviembre de 2018;0:28
66;220;miércoles, 7 de noviembre de 2018;0:12
66;220;jueves, 8 de noviembre de 2018;0:16
66;240;viernes, 9 de noviembre de 2018;0:40
66;244;martes, 13 de noviembre de 2018;0:48
66;252;miércoles, 14 de noviembre de 2018;1:48
66;252;jueves, 15 de noviembre de 2018;1:40
66;252;viernes, 16 de noviembre de 2018;3:04
66;256;lunes, 19 de noviembre de 2018;2:52
66;256;martes, 20 de noviembre de 2018;2:52
66;240;miércoles, 21 de noviembre de 2018;2:00
66;240;jueves, 22 de noviembre de 2018;1:40
66;240;viernes, 23 de noviembre de 2018;1:04
66;220;lunes, 26 de noviembre de 2018;0:40
66;216;martes, 27 de noviembre de 2018;0:32
66;212;miércoles, 28 de noviembre de 2018;0:56
66;212;jueves, 29 de noviembre de 2018;1:00
66;380;viernes, 30 de noviembre de 2018;3:00
66;360;lunes, 3 de diciembre de 2018;1:56
66;340;martes, 4 de diciembre de 2018;0:56
66;320;miércoles, 5 de diciembre de 2018;0:24
66;340;jueves, 6 de diciembre de 2018;0:08
66;320;viernes, 7 de diciembre de 2018;0:12
66;380;lunes, 10 de diciembre de 2018;2:52
66;380;martes, 11 de diciembre de 2018;2:52
66;380;miércoles, 12 de diciembre de 2018;2:00
66;380;jueves, 13 de diciembre de 2018;1:40
66;380;viernes, 14 de diciembre de 2018;1:04
66;380;lunes, 17 de diciembre de 2018;2:40
66;380;martes, 18 de diciembre de 2018;2:36
66;380;miércoles, 19 de diciembre de 2018;2:08
66;380;jueves, 20 de diciembre de 2018;1:44
66;380;viernes, 21 de diciembre de 2018;1:12
66;360;lunes, 24 de diciembre de 2018;0:40
66;340;miércoles, 26 de diciembre de 2018;0:32
66;320;jueves, 27 de diciembre de 2018;0:56
66;380;viernes, 28 de diciembre de 2018;1:16
66;240;lunes, 31 de diciembre de 2018;2:52
66;160;miércoles, 2 de enero de 2019;2:00
66;180;jueves, 3 de enero de 2019;1:00
66;188;viernes, 4 de enero de 2019;0:28
66;220;martes, 8 de enero de 2019;0:28
66;220;miércoles, 9 de enero de 2019;0:12
66;220;jueves, 10 de enero de 2019;0:16
66;220;viernes, 11 de enero de 2019;0:24
66;200;lunes, 14 de enero de 2019;0:40
66;320;martes, 15 de enero de 2019;1:20
66;320;miércoles, 16 de enero de 2019;0:48
66;300;jueves, 17 de enero de 2019;0:32
66;320;viernes, 18 de enero de 2019;2:36
66;272;lunes, 21 de enero de 2019;0:40
66;220;martes, 22 de enero de 2019;0:36
66;220;miércoles, 23 de enero de 2019;0:56
66;220;jueves, 24 de enero de 2019;0:40
66;320;viernes, 25 de enero de 2019;1:24
66;300;lunes, 28 de enero de 2019;0:40
66;300;martes, 29 de enero de 2019;0:32
66;320;miércoles, 30 de enero de 2019;0:56
66;320;jueves, 31 de enero de 2019;3:00
66;300;viernes, 1 de febrero de 2019;2:00
66;320;lunes, 4 de febrero de 2019;1:00
66;320;martes, 5 de febrero de 2019;0:28
66;320;miércoles, 6 de febrero de 2019;0:28
66;320;jueves, 7 de febrero de 2019;0:12
66;340;viernes, 8 de febrero de 2019;1:56
66;340;lunes, 11 de febrero de 2019;1:40
66;340;martes, 12 de febrero de 2019;2:00
66;340;miércoles, 13 de febrero de 2019;1:40
66;340;jueves, 14 de febrero de 2019;1:04
66;380;viernes, 15 de febrero de 2019;2:40
66;380;lunes, 18 de febrero de 2019;2:36
66;380;martes, 19 de febrero de 2019;2:08
66;360;miércoles, 20 de febrero de 2019;1:44
66;360;jueves, 21 de febrero de 2019;1:12
66;280;viernes, 22 de febrero de 2019;0:52
66;380;lunes, 25 de febrero de 2019;1:44
66;360;martes, 26 de febrero de 2019;0:28
66;360;miércoles, 27 de febrero de 2019;0:12
66;380;jueves, 28 de febrero de 2019;2:56
66;360;viernes, 1 de marzo de 2019;2:04
66;320;lunes, 4 de marzo de 2019;0:56
66;320;martes, 5 de marzo de 2019;1:00
66;320;miércoles, 6 de marzo de 2019;0:28
66;340;jueves, 7 de marzo de 2019;0:28
66;380;viernes, 8 de marzo de 2019;1:56
66;380;lunes, 11 de marzo de 2019;1:40
66;380;martes, 12 de marzo de 2019;2:00
66;380;miércoles, 13 de marzo de 2019;1:40
66;380;jueves, 14 de marzo de 2019;1:04
66;380;viernes, 15 de marzo de 2019;2:40
66;380;lunes, 18 de marzo de 2019;2:36
66;380;martes, 19 de marzo de 2019;2:08
66;380;miércoles, 20 de marzo de 2019;1:44
66;380;jueves, 21 de marzo de 2019;1:12
66;340;viernes, 22 de marzo de 2019;0:52
66;380;martes, 26 de marzo de 2019;1:12
66;340;miércoles, 27 de marzo de 2019;0:56
66;340;jueves, 28 de marzo de 2019;1:00
66;380;viernes, 29 de marzo de 2019;2:52
66;360;lunes, 1 de abril de 2019;1:56
66;360;martes, 2 de abril de 2019;1:52
66;340;miércoles, 3 de abril de 2019;1:12
66;340;jueves, 4 de abril de 2019;1:04
66;380;viernes, 5 de abril de 2019;1:56
66;340;lunes, 8 de abril de 2019;1:04
66;380;martes, 9 de abril de 2019;1:56
66;380;miércoles, 10 de abril de 2019;1:40
66;380;jueves, 11 de abril de 2019;2:00
66;380;viernes, 12 de abril de 2019;1:40
66;380;lunes, 15 de abril de 2019;2:40
66;380;martes, 16 de abril de 2019;2:36
66;340;miércoles, 17 de abril de 2019;0:52
66;380;lunes, 22 de abril de 2019;1:40
66;380;martes, 23 de abril de 2019;1:04
66;380;miércoles, 24 de abril de 2019;1:44
66;380;jueves, 25 de abril de 2019;1:12
66;380;viernes, 26 de abril de 2019;1:44
66;380;lunes, 29 de abril de 2019;1:12
66;380;martes, 30 de abril de 2019;2:48
66;380;jueves, 2 de mayo de 2019;2:44
66;380;viernes, 3 de mayo de 2019;2:44
66;380;lunes, 6 de mayo de 2019;1:56
66;380;martes, 7 de mayo de 2019;1:40
66;380;miércoles, 8 de mayo de 2019;2:00
66;380;jueves, 9 de mayo de 2019;1:40
66;380;viernes, 10 de mayo de 2019;1:40
66;380;lunes, 13 de mayo de 2019;1:04
66;380;martes, 14 de mayo de 2019;1:44
66;380;miércoles, 15 de mayo de 2019;2:48
66;380;jueves, 16 de mayo de 2019;2:40
66;380;viernes, 17 de mayo de 2019;2:32
66;380;lunes, 20 de mayo de 2019;2:24
66;380;martes, 21 de mayo de 2019;1:40
66;380;miércoles, 22 de mayo de 2019;1:04
66;340;jueves, 23 de mayo de 2019;0:56
66;340;viernes, 24 de mayo de 2019;1:00
66;380;lunes, 27 de mayo de 2019;1:12
66;360;martes, 28 de mayo de 2019;0:56
66;360;miércoles, 29 de mayo de 2019;1:00
66;360;jueves, 30 de mayo de 2019;2:36
66;380;viernes, 31 de mayo de 2019;2:44
66;360;martes, 4 de junio de 2019;1:04
66;360;miércoles, 5 de junio de 2019;1:56
66;340;jueves, 6 de junio de 2019;1:04
66;320;viernes, 7 de junio de 2019;0:28
66;320;lunes, 10 de junio de 2019;0:28
66;380;martes, 11 de junio de 2019;1:40
66;380;miércoles, 12 de junio de 2019;1:04
66;380;jueves, 13 de junio de 2019;1:44
66;380;viernes, 14 de junio de 2019;2:48
66;380;lunes, 17 de junio de 2019;2:40
66;380;martes, 18 de junio de 2019;2:32
66;380;miércoles, 19 de junio de 2019;2:24
66;380;jueves, 20 de junio de 2019;1:40
66;380;viernes, 21 de junio de 2019;1:04
66;380;martes, 25 de junio de 2019;1:12
66;360;miércoles, 26 de junio de 2019;0:56
66;340;jueves, 27 de junio de 2019;1:00
66;380;viernes, 28 de junio de 2019;2:40
66;360;martes, 2 de julio de 2019;1:04
66;360;miércoles, 3 de julio de 2019;1:56
66;340;jueves, 4 de julio de 2019;1:04
66;340;viernes, 5 de julio de 2019;0:28
66;320;lunes, 8 de julio de 2019;1:16
66;380;martes, 9 de julio de 2019;1:40
66;380;miércoles, 10 de julio de 2019;1:04
66;380;jueves, 11 de julio de 2019;1:44
66;380;viernes, 12 de julio de 2019;2:48
66;380;lunes, 15 de julio de 2019;2:40
66;380;martes, 16 de julio de 2019;2:40
66;380;miércoles, 17 de julio de 2019;2:32
66;380;jueves, 18 de julio de 2019;2:24
66;380;viernes, 19 de julio de 2019;1:40
66;380;lunes, 22 de julio de 2019;1:28
66;360;martes, 23 de julio de 2019;0:56
66;340;miércoles, 24 de julio de 2019;1:00
66;380;jueves, 25 de julio de 2019;1:16
66;360;viernes, 26 de julio de 2019;0:56
66;340;lunes, 29 de julio de 2019;1:00
66;320;martes, 30 de julio de 2019;2:32
66;380;miércoles, 31 de julio de 2019;2:36
66;360;jueves, 1 de agosto de 2019;1:44
66;320;viernes, 2 de agosto de 2019;1:56
66;340;lunes, 5 de agosto de 2019;1:04
66;380;martes, 6 de agosto de 2019;1:56
66;380;jueves, 8 de agosto de 2019;1:40
66;380;viernes, 9 de agosto de 2019;2:00
66;380;lunes, 12 de agosto de 2019;1:40
66;380;martes, 13 de agosto de 2019;1:40
66;380;miércoles, 14 de agosto de 2019;1:44
66;380;jueves, 15 de agosto de 2019;2:36
66;380;viernes, 16 de agosto de 2019;2:28
66;380;martes, 20 de agosto de 2019;2:00
66;380;miércoles, 21 de agosto de 2019;1:20
66;380;jueves, 22 de agosto de 2019;1:52
66;380;viernes, 23 de agosto de 2019;1:44
66;380;lunes, 26 de agosto de 2019;1:40
66;380;martes, 27 de agosto de 2019;1:04
66;380;miércoles, 28 de agosto de 2019;1:12
66;380;jueves, 29 de agosto de 2019;1:40
66;380;viernes, 30 de agosto de 2019;3:00
66;380;lunes, 2 de septiembre de 2019;2:36
66;380;martes, 3 de septiembre de 2019;2:28
66;380;miércoles, 4 de septiembre de 2019;1:44
66;380;jueves, 5 de septiembre de 2019;1:32
66;380;viernes, 6 de septiembre de 2019;1:28
66;380;lunes, 9 de septiembre de 2019;2:00
66;380;martes, 10 de septiembre de 2019;1:40
66;380;miércoles, 11 de septiembre de 2019;1:40
66;380;jueves, 12 de septiembre de 2019;1:44
66;380;viernes, 13 de septiembre de 2019;3:00
66;380;lunes, 16 de septiembre de 2019;2:24
66;380;martes, 17 de septiembre de 2019;2:28
66;380;miércoles, 18 de septiembre de 2019;2:00
